fid;DN;a_quilômetros quadrados;p_quilômetros
5013;21;0.03;1.04
5014;21;0;0.17
5015;21;0;0.12
5016;21;0.22;6.35
5017;12;0.03;0.8
5018;3;0;0.29
5019;15;0.01;0.52
5020;21;0;0.29
5021;3;0;0.23
5022;21;0;0.12
5023;12;0;0.17
5024;12;0;0.17
5025;3;0;0.12
5026;3;0;0.12
5027;21;0;0.17
5028;21;0.15;4.14
5029;21;0.05;1.38
5030;21;0.02;0.93
5031;15;0.02;1.04
5032;21;0.01;0.46
5033;21;0.02;1.04
5034;3;0;0.23
5035;21;0;0.12
5036;21;0;0.17
5037;3;0;0.12
5038;15;0.02;0.98
5039;21;0.1;2.43
5040;21;0.01;0.46
5041;21;0.02;0.69
5042;21;0;0.35
5043;21;0.05;1.79
5044;3;0;0.29
5045;21;0;0.29
5046;21;0;0.17
5047;21;0;0.12
5048;21;0;0.12
5049;21;0;0.12
5050;21;0;0.12
5051;3;0;0.12
5052;15;0;0.17
5053;21;0;0.12
5054;15;0.03;1.33
5055;3;0.01;0.52
5056;3;0;0.29
5057;3;0.85;10.81
5058;21;0;0.12
5059;3;0;0.12
5060;21;0;0.12
5061;21;0;0.12
5062;21;0;0.23
5063;21;0;0.12
5064;3;0.26;6.05
5065;21;0.03;1.27
5066;3;0.12;2.81
5067;15;0.11;2.37
5068;3;0;0.29
5069;21;0.01;0.4
5070;15;0.02;0.63
5071;21;0.03;1.43
5072;15;0;0.34
5073;21;0.01;0.34
5074;25;0;0.29
5075;3;0;0.17
5076;21;0;0.12
5077;21;0;0.17
5078;3;0;0.12
5079;21;0;0.12
5080;3;0;0.12
5081;3;0;0.17
5082;24;0.09;3.28
5083;15;0;0.23
5084;21;0;0.12
5085;3;0.22;3.57
5086;3;0.04;0.92
5087;21;0.02;0.81
5088;21;0.01;0.46
5089;15;0.02;0.86
5090;15;0.03;0.8
5091;21;0;0.35
5092;15;0.01;0.52
5093;21;0;0.23
5094;15;0;0.29
5095;21;0;0.17
5096;3;0;0.17
5097;21;0;0.4
5098;21;0;0.12
5099;3;0;0.23
5100;21;0;0.17
5101;3;0;0.12
5102;21;0;0.17
5103;3;0;0.12
5104;21;0;0.23
5105;21;0.07;2.25
5106;15;0.09;1.56
5107;3;0.04;0.98
5108;21;0;0.35
5109;33;0.02;0.74
5110;21;0;0.29
5111;3;0;0.23
5112;21;0;0.34
5113;3;0.01;0.51
5114;21;0;0.34
5115;3;0;0.12
5116;21;0.01;0.69
5117;21;0;0.23
5118;3;0;0.17
5119;3;0;0.34
5120;21;0;0.12
5121;3;0;0.12
5122;21;0;0.29
5123;3;0.18;4.43
5124;25;0.01;0.64
5125;25;0.01;0.46
5126;21;0;0.12
5127;3;0;0.12
5128;21;0;0.12
5129;3;0;0.17
5130;15;0.08;1.79
5131;21;0.04;1.44
5132;15;0.01;0.58
5133;25;0;0.23
5134;21;0;0.29
5135;15;0;0.29
5136;3;0;0.12
5137;21;0;0.12
5138;21;0;0.12
5139;21;0;0.12
5140;21;0;0.12
5141;21;0;0.17
5142;21;0.13;3.28
5143;21;0.1;3.23
5144;12;0.02;0.69
5145;3;0.01;0.46
5146;3;0;0.29
5147;3;0;0.12
5148;15;0;0.29
5149;3;0;0.28
5150;3;0.01;0.4
5151;3;0;0.12
5152;21;0;0.17
5153;15;0.02;0.92
5154;15;0;0.28
5155;15;0.02;0.81
5156;3;0;0.12
5157;3;0.01;0.58
5158;15;0.02;0.75
5159;3;0;0.41
5160;25;0.01;0.4
5161;3;0.01;0.46
5162;3;0;0.17
5163;3;0;0.12
5164;21;0;0.12
5165;21;0;0.12
5166;3;0.04;1.04
5167;3;0.02;0.87
5168;12;0.02;1.1
5169;21;0.01;0.46
5170;3;0.01;0.63
5171;15;0.01;0.35
5172;21;0.02;0.86
5173;21;0;0.17
5174;21;0;0.17
5175;21;0;0.17
5176;21;0;0.17
5177;3;0;0.17
5178;3;0;0.12
5179;3;0;0.12
5180;3;0;0.12
5181;33;0.01;0.58
5182;15;0.02;0.69
5183;3;0.05;1.55
5184;3;0;0.35
5185;21;0.02;0.69
5186;15;0.01;0.35
5187;21;0;0.23
5188;21;0;0.29
5189;3;0.01;0.46
5190;3;0;0.17
5191;3;0;0.34
5192;3;0.01;0.52
5193;21;0;0.12
5194;21;0;0.12
5195;21;0.01;0.52
5196;21;0;0.12
5197;3;0;0.12
5198;21;0.01;0.92
5199;12;0.01;0.46
5200;3;0.02;0.92
5201;3;0.01;0.52
5202;3;0;0.17
5203;21;0;0.23
5204;21;0;0.12
5205;21;0;0.17
5206;3;0;0.12
5207;15;0.04;1.38
5208;21;0.06;2.64
5209;21;0;0.35
5210;3;0;0.29
5211;3;0;0.23
5212;9;0.01;0.46
5213;3;0;0.12
5214;21;0;0.12
5215;3;0;0.12
5216;21;0.2;5.78
5217;21;0.03;1.27
5218;15;0.03;1.1
5219;21;0.02;1.1
5220;21;0.02;0.69
5221;15;0;0.29
5222;21;0.01;0.52
5223;3;0;0.17
5224;21;0.01;0.63
5225;21;0.01;0.57
5226;3;0;0.12
5227;21;0;0.17
5228;3;0.05;1.33
5229;21;0.25;6.5
5230;15;0.01;0.58
5231;15;0;0.35
5232;21;0.01;0.52
5233;21;0.01;0.35
5234;21;0;0.17
5235;3;0.01;0.69
5236;15;0;0.17
5237;21;0;0.12
5238;21;0;0.12
5239;21;0;0.12
5240;21;0;0.12
5241;3;0;0.17
5242;21;0;0.12
5243;21;0;0.12
5244;3;0;0.12
5245;12;0.02;0.75
5246;15;0.18;4.03
5247;9;0.02;0.86
5248;15;0.03;0.75
5249;21;0.01;0.46
5250;21;0.01;0.34
5251;21;0;0.12
5252;21;0;0.23
5253;3;0;0.12
5254;21;0;0.12
5255;3;0;0.12
5256;21;0;0.17
5257;21;0;0.12
5258;21;0.05;1.91
5259;15;0.12;3.74
5260;21;0.01;0.41
5261;21;0;0.29
5262;21;0.01;0.46
5263;21;0.01;0.34
5264;3;0;0.17
5265;21;0;0.29
5266;15;0.02;0.81
5267;21;0;0.35
5268;3;0.01;0.52
5269;15;0.01;0.46
5270;21;0;0.34
5271;21;0.19;6.07
5272;21;0;0.12
5273;15;0.05;1.38
5274;21;0.01;0.46
5275;3;0.03;1.33
5276;15;0.01;0.34
5277;3;0;0.23
5278;21;0;0.12
5279;21;0;0.17
5280;3;0;0.12
5281;21;0;0.17
5282;15;0.03;1.27
5283;21;0.01;0.52
5284;21;0;0.41
5285;21;0.01;0.4
5286;21;0;0.29
5287;3;0;0.12
5288;21;0;0.4
5289;3;0;0.12
5290;3;0;0.12
5291;21;0.15;3.34
5292;15;0.18;2.7
5293;12;0.02;0.81
5294;21;0.37;6.59
5295;21;0;0.17
5296;21;0;0.12
5297;21;0;0.23
5298;3;0.07;1.61
5299;21;0.18;3.63
5300;21;0.01;0.52
5301;9;0.04;1.43
5302;12;0.07;1.57
5303;21;0;0.23
5304;21;0.01;0.69
5305;21;0.01;0.4
5306;21;0;0.17
5307;15;0.01;0.69
5308;21;0;0.12
5309;15;0.2;2.87
5310;21;0;0.12
5311;21;0;0.28
5312;3;0;0.17
5313;3;0.23;5.02
5314;21;0;0.35
5315;21;0;0.17
5316;21;0;0.23
5317;21;0;0.23
5318;21;0;0.17
5319;21;0.01;0.51
5320;21;0;0.12
5321;15;0;0.12
5322;3;0;0.12
5323;3;0.01;0.47
5324;21;0.01;0.46
5325;21;0.01;0.68
5326;25;0.01;0.76
5327;3;0;0.12
5328;21;0;0.17
5329;21;0.02;0.74
5330;3;0;0.12
5331;21;0;0.23
5332;21;0;0.12
5333;21;0.3;7.89
5334;15;0.06;1.84
5335;15;0.02;0.86
5336;21;0.01;0.52
5337;21;0.01;0.4
5338;21;0.2;3.85
5339;15;0.01;0.52
5340;21;0;0.17
5341;21;0;0.35
5342;21;0.05;1.21
5343;21;0;0.12
5344;21;0.02;1.33
5345;21;0;0.12
5346;21;0;0.17
5347;21;0;0.23
5348;3;0.01;0.58
5349;3;0;0.17
5350;15;0;0.12
5351;15;0.03;1.15
5352;15;0.01;0.41
5353;21;0.02;0.87
5354;21;0;0.12
5355;21;0;0.12
5356;3;0.02;1.03
5357;3;0;0.12
5358;3;0.12;2.18
5359;12;0;0.4
5360;21;0;0.23
5361;9;0;0.34
5362;21;0;0.35
5363;21;0;0.17
5364;21;0;0.12
5365;9;0;0.12
5366;21;0;0.12
5367;21;0;0.17
5368;3;0.03;0.98
5369;21;0.01;0.46
5370;21;0.03;1.44
5371;21;0;0.35
5372;21;0;0.35
5373;21;0;0.12
5374;9;0;0.12
5375;9;0.01;0.52
5376;21;0;0.17
5377;21;0.02;0.86
5378;15;0.5;6.96
5379;21;0;0.12
5380;3;0;0.12
5381;3;0;0.12
5382;15;0;0.12
5383;21;0.04;1.27
5384;15;0.02;0.64
5385;21;0.01;0.69
5386;21;0.02;0.69
5387;15;0.01;0.52
5388;3;0.01;0.4
5389;21;0.01;0.58
5390;3;0;0.17
5391;12;0.01;0.46
5392;21;0;0.17
5393;3;0.01;0.58
5394;21;0;0.17
5395;21;0;0.17
5396;15;0;0.12
5397;21;0;0.12
5398;3;0;0.12
5399;9;0;0.23
5400;15;0;0.35
5401;21;0;0.17
5402;21;0;0.12
5403;3;0;0.23
5404;21;0;0.17
5405;3;0;0.12
5406;21;0;0.35
5407;3;0.14;2.37
5408;9;0.03;1.05
5409;3;0.03;0.86
5410;9;0.01;0.35
5411;15;0.01;0.46
5412;3;0;0.17
5413;3;0;0.17
5414;3;0;0.17
5415;3;0;0.12
5416;21;0;0.12
5417;3;0;0.23
5418;21;0;0.12
5419;21;0.59;15.59
5420;21;0.01;0.63
5421;33;0.01;0.81
5422;21;0.01;0.81
5423;21;0.02;0.74
5424;21;0.01;0.52
5425;21;0;0.12
5426;21;0;0.12
5427;21;0;0.12
5428;3;0;0.12
5429;21;0;0.28
5430;9;0;0.12
5431;3;0;0.12
5432;15;0;0.12
5433;3;0.03;1.04
5434;21;0.21;6.12
5435;15;1.46;14.62
5436;21;0.21;6.29
5437;21;0;0.29
5438;21;0;0.34
5439;21;0;0.17
5440;21;0.01;0.75
5441;12;0.07;1.55
5442;21;0;0.12
5443;21;0;0.23
5444;21;0;0.17
5445;21;0;0.12
5446;21;0;0.12
5447;21;0;0.12
5448;3;0;0.17
5449;15;0;0.12
5450;21;0.03;1.16
5451;21;0.02;0.86
5452;15;0.01;0.52
5453;15;0;0.35
5454;3;0;0.34
5455;21;0;0.12
5456;12;0.14;3.28
5457;12;0;0.12
5458;21;0;0.12
5459;12;0.08;1.43
5460;21;0.01;0.47
5461;15;0.04;1.04
5462;15;0.01;0.46
5463;3;0.01;0.74
5464;21;0;0.17
5465;21;0;0.29
5466;21;0.01;0.63
5467;21;0;0.12
5468;3;0;0.29
5469;21;0;0.12
5470;21;0;0.41
5471;21;0.04;1.73
5472;3;0.02;0.63
5473;21;0.01;0.69
5474;21;0;0.29
5475;21;0.03;0.92
5476;21;0.14;4.38
5477;3;0;0.23
5478;15;0;0.17
5479;21;0;0.17
5480;3;0;0.12
5481;21;0;0.12
5482;21;0;0.17
5483;12;0;0.12
5484;21;0;0.29
5485;21;0;0.12
5486;21;0.02;1.38
5487;12;0.08;1.67
5488;3;0.01;0.52
5489;21;0;0.35
5490;9;0.01;0.58
5491;15;0;0.23
5492;12;0;0.29
5493;3;0;0.12
5494;21;0;0.17
5495;12;0;0.12
5496;3;0;0.12
5497;3;0;0.12
5498;21;0.01;0.75
5499;15;0;0.12
5500;15;0.07;1.38
5501;3;0.01;0.52
5502;21;0.01;0.4
5503;21;0.02;0.92
5504;9;0;0.23
5505;21;0;0.17
5506;3;0;0.17
5507;3;0;0.12
5508;12;0;0.12
5509;15;0.7;10.2
5510;21;0;0.12
5511;21;0.01;0.81
5512;3;2.33;18.62
5513;21;0.09;2.36
5514;15;0.11;2.76
5515;21;0.04;1.45
5516;21;0.01;0.46
5517;15;0.02;0.8
5518;21;0;0.23
5519;12;0.01;0.52
5520;15;0.01;0.34
5521;21;0.01;0.46
5522;21;0;0.12
5523;21;0;0.12
5524;21;0;0.28
5525;21;0;0.12
5526;3;0;0.23
5527;3;0.01;0.4
5528;21;0;0.12
5529;15;0.01;0.69
5530;21;0.01;0.52
5531;21;0.02;0.97
5532;3;0.01;0.46
5533;21;0.04;1.43
5534;21;0.01;0.4
5535;3;0;0.17
5536;21;0;0.12
5537;21;0;0.12
5538;21;0.01;0.35
5539;9;0.04;1.56
5540;21;0.01;0.52
5541;21;0;0.17
5542;12;0;0.17
5543;3;0;0.17
5544;21;0;0.12
5545;21;0;0.17
5546;9;0.02;1.04
5547;21;0;0.12
5548;21;0;0.12
5549;9;0.01;0.4
5550;21;0.08;2.76
5551;21;0;0.35
5552;3;0.01;0.46
5553;9;0.02;0.8
5554;12;0;0.17
5555;3;0;0.34
5556;3;0;0.12
5557;21;0;0.12
5558;21;0;0.17
5559;21;0;0.17
5560;21;0;0.12
5561;21;0;0.12
5562;15;0;0.12
5563;21;0;0.12
5564;3;0.03;1.16
5565;21;0.01;0.63
5566;15;0.03;0.81
5567;15;0.02;0.86
5568;12;0.01;0.69
5569;15;0;0.23
5570;3;0;0.17
5571;3;0.02;1.03
5572;21;0;0.23
5573;15;0.11;1.83
5574;3;0;0.17
5575;15;0.07;1.9
5576;3;0.19;5.54
5577;15;0.05;1.73
5578;12;0.01;0.52
5579;21;0.01;0.4
5580;15;0;0.29
5581;21;0.01;0.57
5582;21;0;0.17
5583;21;0;0.12
5584;21;0;0.12
5585;21;0;0.12
5586;21;0;0.17
5587;21;0;0.35
5588;21;0;0.12
5589;21;0.16;4.44
5590;21;0.07;3.33
5591;21;0;0.35
5592;21;0;0.29
5593;21;0;0.17
5594;9;0;0.17
5595;21;0;0.17
5596;21;0;0.12
5597;21;0;0.28
5598;15;0;0.4
5599;21;0;0.17
5600;3;0;0.12
5601;15;0.26;3.1
5602;21;1.34;27.38
5603;21;0.01;0.52
5604;3;0;0.35
5605;12;0.04;1.32
5606;3;0;0.29
5607;15;0;0.29
5608;21;0;0.17
5609;15;0;0.34
5610;21;0;0.17
5611;21;0;0.12
5612;3;0;0.12
5613;21;0.01;0.68
5614;21;0;0.23
5615;21;0;0.12
5616;21;0;0.12
5617;15;1.63;21.88
5618;12;0;0.12
5619;3;0;0.12
5620;21;0.01;0.63
5621;21;0.01;0.86
5622;9;0.01;0.69
5623;21;0;0.12
5624;21;0;0.28
5625;21;0;0.17
5626;21;0;0.17
5627;3;0;0.12
5628;3;0.07;1.55
5629;21;0.03;0.98
5630;21;0.06;2.37
5631;21;1.25;23.39
5632;21;0;0.35
5633;21;0.01;0.4
5634;3;0.07;1.61
5635;21;0;0.12
5636;21;0;0.23
5637;3;0;0.12
5638;21;0;0.12
5639;21;0.04;1.73
5640;9;0.02;0.92
5641;12;0.01;0.63
5642;9;0.01;0.52
5643;21;0;0.17
5644;3;0;0.12
5645;3;0;0.12
5646;3;0;0.12
5647;15;0;0.35
5648;12;0.01;0.63
5649;3;0;0.23
5650;21;0;0.12
5651;3;0.17;3.45
5652;21;0.02;1.2
5653;21;0.02;1.04
5654;21;0.01;0.41
5655;15;0;0.23
5656;15;0.01;0.75
5657;21;0;0.12
5658;21;0;0.23
5659;15;0;0.12
5660;3;0;0.17
5661;15;0;0.12
5662;3;0.09;2.01
5663;9;0.01;0.52
5664;15;0.03;0.92
5665;21;0.02;0.63
5666;3;0.01;0.52
5667;15;0.01;0.58
5668;21;0;0.23
5669;21;0.01;0.4
5670;21;0;0.12
5671;21;0;0.12
5672;21;0;0.12
5673;21;0;0.12
5674;3;0.03;1.16
5675;3;0.03;1.21
5676;21;0.09;3.29
5677;3;0;0.12
5678;21;0;0.23
5679;21;0;0.12
5680;21;0;0.12
5681;21;0;0.12
5682;3;0;0.12
5683;21;0;0.12
5684;15;0;0.12
5685;21;0;0.17
5686;15;0.01;0.69
5687;9;0.01;0.8
5688;15;0.05;1.27
5689;21;0.02;0.98
5690;3;0.01;0.63
5691;3;0.01;0.69
5692;3;0.03;1.15
5693;3;0;0.17
5694;21;0;0.17
5695;15;0;0.35
5696;21;0.02;0.75
5697;21;0.02;1.1
5698;9;0.06;1.15
5699;21;0.01;0.69
5700;21;0.01;0.58
5701;21;0;0.29
5702;3;0;0.17
5703;21;0;0.17
5704;3;0.02;0.8
5705;3;0.01;0.57
5706;21;0.01;0.34
5707;21;0;0.12
5708;12;0;0.12
5709;3;0;0.17
5710;3;0;0.12
5711;3;0;0.12
5712;3;0;0.17
5713;15;0.01;0.41
5714;21;0.02;1.09
5715;21;0;0.35
5716;3;0;0.29
5717;21;0;0.12
5718;21;0;0.12
5719;12;0;0.12
5720;21;0;0.12
5721;3;0;0.17
5722;33;0;0.23
5723;21;0;0.12
5724;3;0;0.17
5725;3;0.02;0.75
5726;9;0.01;0.4
5727;21;0;0.35
5728;15;0;0.23
5729;21;0.01;0.63
5730;21;0.01;0.58
5731;3;0;0.12
5732;25;0;0.17
5733;21;0;0.12
5734;3;0.09;2.3
5735;21;0.08;2.71
5736;21;0.05;1.61
5737;21;0.04;1.79
5738;3;0;0.17
5739;12;0.01;0.58
5740;21;0;0.12
5741;21;0;0.12
5742;3;0;0.12
5743;12;0;0.12
5744;15;0;0.12
5745;15;0.01;0.4
5746;21;0;0.23
5747;15;0;0.35
5748;3;0;0.12
5749;21;0;0.29
5750;21;0;0.12
5751;21;0;0.12
5752;3;0.01;0.4
5753;21;0;0.29
5754;21;0.01;0.58
5755;15;0.01;0.57
5756;21;0.01;0.63
5757;9;0;0.35
5758;21;0;0.23
5759;21;0.05;1.55
5760;21;0;0.23
5761;15;0;0.35
5762;3;0.05;1.66
5763;21;0;0.12
5764;21;0;0.12
5765;21;0;0.17
5766;21;0;0.12
5767;21;0.01;0.46
5768;21;0.01;0.52
5769;21;0;0.35
5770;21;0;0.23
5771;12;0.03;0.98
5772;21;0.01;0.63
5773;21;0;0.17
5774;21;0.04;1.32
5775;15;0.02;1.15
5776;21;0.01;0.52
5777;21;0.01;0.75
5778;21;0;0.17
5779;25;0.01;0.4
5780;21;0;0.23
5781;9;0;0.12
5782;15;0.12;2.3
5783;21;0;0.29
5784;12;0.01;0.64
5785;21;0;0.23
5786;21;0;0.23
5787;3;0;0.23
5788;3;0.02;0.92
5789;21;0;0.4
5790;21;0;0.17
5791;21;0;0.17
5792;21;0;0.12
5793;21;0;0.12
5794;15;0;0.12
5795;9;0;0.12
5796;21;0;0.17
5797;21;0.03;1.21
5798;9;0.01;0.58
5799;15;0.06;1.67
5800;15;0.04;0.98
5801;21;0;0.23
5802;21;0;0.23
5803;15;0;0.23
5804;21;0;0.12
5805;3;0;0.12
5806;3;0;0.12
5807;21;0;0.28
5808;21;0;0.12
5809;21;0.07;2.14
5810;15;0.15;3.29
5811;21;1.17;28.7
5812;21;0.01;0.58
5813;21;0;0.23
5814;3;0;0.17
5815;21;0;0.17
5816;21;0;0.17
5817;21;0;0.23
5818;15;0;0.17
5819;21;0;0.17
5820;3;0.01;0.69
5821;21;0;0.12
5822;21;0;0.12
5823;21;0.02;0.98
5824;3;0.01;0.75
5825;21;0;0.29
5826;3;0;0.35
5827;21;0;0.29
5828;21;0;0.12
5829;21;0;0.12
5830;25;0.01;0.52
5831;21;0;0.12
5832;21;0;0.12
5833;21;0.48;14.5
5834;21;0.04;1.5
5835;15;0.21;3.91
5836;21;0.01;0.74
5837;21;0.36;9.44
5838;21;0;0.23
5839;3;0;0.34
5840;21;0;0.12
5841;21;0;0.12
5842;21;0;0.12
5843;3;0;0.12
5844;3;0;0.12
5845;21;0;0.12
5846;9;0;0.17
5847;21;0.02;1.02
5848;21;0;0.12
5849;21;0.1;2.72
5850;21;0.02;0.81
5851;3;0.02;0.97
5852;21;0.01;0.64
5853;21;0.01;0.46
5854;21;0;0.17
5855;15;0.02;0.75
5856;21;0;0.12
5857;3;0;0.12
5858;21;0;0.12
5859;21;0;0.12
5860;12;0;0.17
5861;3;0.03;1.04
5862;21;0;0.29
5863;21;0;0.17
5864;21;0;0.17
5865;21;0.06;1.79
5866;21;0;0.35
5867;3;0;0.17
5868;21;0;0.12
5869;21;0.01;0.51
5870;21;0;0.17
5871;3;0;0.12
5872;21;0.12;3.86
5873;12;0.01;0.58
5874;21;0.06;2.13
5875;21;0.03;0.98
5876;21;0;0.29
5877;21;0.01;0.63
5878;21;0.01;0.4
5879;21;0.01;0.86
5880;21;0.01;0.46
5881;21;0.01;0.4
5882;21;0.02;0.86
5883;21;0;0.17
5884;15;0.01;0.46
5885;12;0;0.17
5886;21;0;0.17
5887;21;0;0.17
5888;21;0.02;0.75
5889;21;0;0.12
5890;21;0;0.17
5891;21;0.05;1.84
5892;3;0;0.29
5893;21;0;0.17
5894;3;0;0.34
5895;21;0;0.29
5896;21;0.01;0.34
5897;21;0;0.12
5898;21;0;0.12
5899;3;0;0.17
5900;12;0;0.12
5901;15;0.1;2.02
5902;21;0.01;0.7
5903;21;0.12;2.71
5904;15;0.01;0.46
5905;21;0.01;0.7
5906;15;0.43;4.83
5907;21;0.02;0.69
5908;21;0.01;0.64
5909;21;0;0.23
5910;21;0;0.23
5911;21;0.01;0.52
5912;21;0;0.17
5913;21;0;0.23
5914;21;0.01;0.46
5915;21;0;0.12
5916;21;0;0.12
5917;21;0.03;1.04
5918;21;0.01;0.58
5919;21;0;0.23
5920;15;0.01;0.63
5921;9;0.01;0.46
5922;3;0.26;3.22
5923;21;0.01;0.69
5924;15;0.01;0.46
5925;21;0;0.12
5926;21;0;0.12
5927;3;0;0.34
5928;21;0;0.12
5929;21;0;0.12
5930;3;0.03;1.21
5931;15;0.14;2.53
5932;21;0.01;0.46
5933;25;0.01;0.64
5934;12;0.02;0.87
5935;21;0.01;0.35
5936;15;0.02;0.69
5937;3;0;0.17
5938;21;0;0.17
5939;15;0;0.34
5940;21;0.03;1.04
5941;21;0;0.17
5942;3;0;0.12
5943;21;0;0.12
5944;21;0;0.12
5945;21;0;0.12
5946;21;0;0.12
5947;3;0;0.12
5948;21;0.09;2.76
5949;21;0.01;0.46
5950;15;0.01;0.46
5951;15;0.01;0.35
5952;12;0;0.23
5953;21;0.01;0.57
5954;21;0;0.23
5955;21;0.03;1.21
5956;21;0.01;0.46
5957;3;0.1;2.25
5958;21;0.02;1.02
5959;21;0.01;0.63
5960;15;0.01;0.57
5961;21;0;0.23
5962;21;0;0.12
5963;21;0;0.12
5964;21;0;0.12
5965;3;0;0.12
5966;21;0;0.12
5967;21;0;0.12
5968;21;0;0.17
5969;15;0.02;1.1
5970;3;0.01;0.46
5971;21;0;0.29
5972;21;0.01;0.46
5973;21;0.05;1.49
5974;21;0;0.12
5975;12;0.05;1.62
5976;21;0;0.12
5977;21;0.01;0.52
5978;3;0;0.17
5979;21;0.06;2.3
5980;3;0;0.17
5981;15;0;0.17
5982;21;0;0.17
5983;21;0;0.17
5984;21;0;0.12
5985;12;0.06;1.79
5986;21;0.03;0.98
5987;15;0.03;1.32
5988;21;0;0.29
5989;15;0.23;4.49
5990;21;0.01;0.35
5991;12;0;0.35
5992;21;0;0.17
5993;3;0;0.17
5994;21;0;0.12
5995;21;0;0.17
5996;3;0;0.17
5997;21;0;0.41
5998;21;0.01;0.52
5999;3;0.01;0.64
6000;21;0;0.17
6001;3;0.13;2.53
6002;15;0.03;0.98
6003;15;0.04;1.31
6004;21;0.01;0.46
6005;3;0;0.23
6006;21;0;0.23
6007;21;0;0.23
6008;21;0;0.17
6009;21;0;0.17
6010;3;0;0.17
6011;12;0.02;1.04
6012;21;0;0.12
6013;21;0;0.17
6014;21;0;0.12
6015;3;0.01;0.53
6016;21;0.01;0.46
6017;3;0.02;0.63
6018;15;0.01;0.69
6019;12;0.06;2.01
6020;21;0;0.12
6021;21;0;0.12
6022;21;0;0.17
6023;21;0;0.12
6024;21;0.01;0.58
6025;15;0.07;1.38
6026;21;0.02;0.81
6027;33;0.01;0.46
6028;21;0.01;0.75
6029;12;0;0.23
6030;21;0;0.17
6031;21;0.02;0.75
6032;21;0;0.12
6033;3;0;0.12
6034;21;0.12;3.22
6035;21;0;0.35
6036;21;0;0.23
6037;21;0;0.23
6038;15;0;0.17
6039;21;0.02;0.75
6040;21;0.01;0.35
6041;21;0;0.12
6042;21;0;0.23
6043;21;0;0.12
6044;21;0;0.12
6045;21;0;0.17
6046;21;0;0.12
6047;21;0.24;5.01
6048;3;1.08;10.57
6049;21;0;0.23
6050;21;0.01;0.4
6051;15;0;0.29
6052;21;0;0.17
6053;21;0.01;0.69
6054;15;0.01;0.4
6055;21;0;0.12
6056;3;0;0.12
6057;15;0.09;2.13
6058;3;0;0.17
6059;21;0;0.12
6060;21;0;0.12
6061;3;0;0.12
6062;21;0;0.12
6063;12;0.01;0.41
6064;15;0.01;0.46
6065;12;0.01;0.35
6066;3;0;0.23
6067;21;0;0.23
6068;3;0;0.29
6069;21;0;0.35
6070;21;0;0.12
6071;21;0.75;22.05
6072;21;0.01;0.58
6073;15;0.01;0.58
6074;21;0.06;2.02
6075;21;0;0.17
6076;3;0;0.29
6077;3;0;0.12
6078;21;0;0.29
6079;15;0.01;0.52
6080;21;0;0.12
6081;21;0;0.12
6082;3;0;0.12
6083;21;0.05;1.67
6084;21;0.01;0.52
6085;21;0;0.29
6086;15;0.03;0.92
6087;21;0;0.23
6088;21;0.01;0.52
6089;3;0.01;0.4
6090;15;0.15;2.66
6091;21;0.04;1.83
6092;21;0;0.12
6093;15;0;0.12
6094;21;0;0.12
6095;21;0;0.17
6096;3;0.01;0.58
6097;3;0.02;0.69
6098;21;0.06;2.03
6099;21;0.01;0.8
6100;15;1.98;21.74
6101;3;0;0.12
6102;21;0;0.17
6103;21;0;0.12
6104;15;0.01;0.4
6105;21;0;0.12
6106;21;0.03;1.1
6107;15;0.03;0.86
6108;21;0.02;0.92
6109;12;0;0.29
6110;21;0;0.4
6111;21;0.01;0.34
6112;15;0.01;0.4
6113;3;0;0.17
6114;3;0.03;0.86
6115;3;0;0.17
6116;21;0.01;0.46
6117;21;0;0.12
6118;21;0.01;0.74
6119;21;0;0.23
6120;21;0;0.12
6121;21;0;0.12
6122;15;0.08;2.02
6123;21;0.07;2.25
6124;21;0.03;0.86
6125;12;0.45;7.21
6126;3;0.06;1.27
6127;21;0.05;1.67
6128;21;0.02;0.92
6129;15;0.18;3.8
6130;21;0.01;0.57
6131;3;0.01;0.58
6132;15;0.01;0.35
6133;3;0;0.12
6134;21;0;0.23
6135;15;0.13;1.84
6136;9;0.03;0.86
6137;3;0;0.23
6138;15;0.01;0.4
6139;21;0;0.34
6140;24;0.22;4.85
6141;21;0.01;0.35
6142;21;0;0.23
6143;21;0.01;0.46
6144;15;0;0.23
6145;21;0;0.12
6146;21;0;0.12
6147;21;0;0.12
6148;21;0;0.12
6149;3;0;0.17
6150;21;0.24;6.45
6151;3;0.02;0.98
6152;15;0.04;1.5
6153;21;0;0.17
6154;21;0.01;0.35
6155;15;0.01;0.4
6156;21;0;0.12
6157;21;0;0.12
6158;21;0;0.12
6159;3;0;0.12
6160;21;0;0.12
6161;21;0.18;5.64
6162;21;0.02;0.81
6163;3;0.02;0.69
6164;21;0.01;0.35
6165;21;0.02;0.86
6166;3;0.02;0.86
6167;21;0.01;0.46
6168;21;0.1;3.24
6169;3;0;0.29
6170;21;0.25;5.18
6171;21;0;0.12
6172;21;0;0.12
6173;3;0;0.12
6174;21;0.01;0.52
6175;21;0.03;0.86
6176;21;0;0.4
6177;21;0;0.29
6178;21;0.05;1.26
6179;21;0;0.23
6180;21;0.01;0.46
6181;21;0;0.17
6182;21;0;0.17
6183;21;0;0.12
6184;3;0;0.12
6185;3;0;0.12
6186;15;0.01;0.41
6187;15;0.06;1.96
6188;21;0;0.17
6189;3;0.12;2.36
